순번,자치구,구역명,위치,Unnamed: 4,사업방법,Unnamed: 6,Unnamed: 7,사업추진단계,기존 가구수(멸실량),추진단계,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,공급형태별 건립세대수 (공급량),Unnamed: 23,Unnamed: 24,gu_std
,,,,,,,,,,,,,,,,,,,,,,총합계,분양,임대,
,,,,,,,,,,"구역지정
(아파트 지구는 정비계획 수립)",,추진위원회,"조합설립인가
(사업시행자 지정일)",건축심의,사업시행인가,,"관리처분
계획인가",,이주,,착공,,,,
,,,위치1(지번주소),위치2(도로명주소),공공/민간,일반/재촉지구,사업유형,,,최초,변경(최종),,,,최초,변경(최종),최초,변경(최종),이주시작일,이주종료일,,,,,
126.0,동대문구,전농13,전농동 295-29,사가정로 104,민간,재촉,도시정비형 재개발,구역지정,274.0,2024-08-22,,,,,,,,,,,,949,795,154,동대문구
127.0,동대문구,전농9,전농동 103-236,전농로37길 39,공공,일반,주택정비형 재개발,조합설립,884.0,2023-06-29,2023-06-29,2007-07-04,2023-07-13,,,,,,,,,1159,920,239,동대문구
128.0,동대문구,청량리미주아파트,청량리동 235-1,청량리동 235-1,민간,일반,공동주택 재건축,추진위,1089.0,2023-08-03,2023-08-03,2024-10-07,,,,,,,,,,1370,1208,162,동대문구
129.0,동대문구,청량리9,청량리동 19,왕산로51길 13,민간,일반,주택정비형 재개발,구역지정,337.0,2025-06-26,,,,,,,,,,,,843,680,163,동대문구
130.0,동대문구,휘경5,휘경동 43-8,한천로47길 2,민간,일반,주택정비형 재개발,구역지정,459.0,2023-06-22,,,,,,,,,,,,634,594,40,동대문구
131.0,중랑구,상봉7,상봉동 88,상봉로25가길 27,민간,재촉,도시정비형 재개발,사업시행,349.0,2009-08-13,2020-07-16,2009-09-08,2011-12-01,2023-07-25,2015-11-19,,,,,,,841,719,122,중랑구
132.0,중랑구,상봉9,상봉동 83-1,상봉로 117,민간,재촉,도시정비형 재개발,착공,2.0,2015-04-16,2021-07-29,,,2022-04-12,2022-12-29,2024-11-21,2024-05-23,,,,2024-12-09,999,802,197,중랑구
133.0,중랑구,중화3,중화동 303-9,동일로 775-11,민간,재촉,도시정비형 재개발,착공,114.0,2017-11-30,2022-12-22,,,2018-05-29,2018-12-06,2023-12-28,2020-07-24,,,,2025-12-08,176,158,18,중랑구
134.0,중랑구,망우1(염광아파트),망우본동 178-1,망우로81길 27,공공,일반,공동주택 재건축,조합설립,367.0,2011-07-28,2025-03-20,2003-12-30,2012-05-29,,,,,,,,,581,539,42,중랑구
135.0,중랑구,면목7구역,면목본동 69-14,상봉로5길 25,민간,일반,주택정비형 재개발,조합설립,1543.0,2024-01-11,2025-05-29,2024-04-12,2024-09-11,,,,,,,,,1449,1160,289,중랑구
136.0,중랑구,면목8구역,면목5동 172-1,동일로 607,민간,일반,주택정비형 재개발,추진위,946.0,,,2025-12-05,,,,,,,,,,1260,1003,257,중랑구
137.0,중랑구,면목9구역,면목7동 527,용마산로60가길 8-17,공공,일반,주택정비형 재개발,구역지정,795.0,2025-12-26,,,,,,,,,,,,1057,792,265,중랑구
138.0,중랑구,상봉10,상봉동 50-1,망우로55길 39,민간,재촉,도시정비형 재개발,추진위,127.0,2023-06-15,2023-06-15,2024-01-05,,,,,,,,,,498,382,116,중랑구
139.0,중랑구,상봉13구역,망우본동 461-12,봉우재로 229,민간,일반,주택정비형 재개발,추진위,934.0,2025-03-27,,2025-10-28,,,,,,,,,,1249,979,270,중랑구
140.0,중랑구,중화5구역,중화1동 122,봉화산로30길 14,공공,일반,주택정비형 재개발,조합설립,1260.0,2023-12-14,,,2024-01-18,,,,,,,,,1610,1196,414,중랑구
141.0,중랑구,중화동우성타운,중화동 195-2,"동일로 754
",민간,일반,공동주택 재건축,건축심의,96.0,2023-03-16,2025-07-24,,2023-05-11,2025-12-18,,,,,,,,219,213,6,중랑구
142.0,성북구,길음5,정릉동 175,성북구 정릉로29길 18 일대,민간,재촉,주택정비형 재개발,조합설립,466.0,2010-04-08,2023-04-20,2010-06-14,2019-08-19,,,,,,,,,808,660,148,성북구
143.0,성북구,신월곡1,하월곡동 88-142,동소문로42가길 18 일대,민간,재촉,도시정비형 재개발,관리처분,733.0,2009-01-02,2024-12-19,2006-04-07,2009-08-31,2017-08-01,2020-08-20,2023-07-27,2022-11-29,2025-07-02,2023-10-16,이주 중,,2244,2025,219,성북구
144.0,성북구,신길음1,길음동 31-1,성북구 도봉로31 일대,민간,재촉,도시정비형 재개발,건축심의,157.0,2010-04-15,2024-11-14,2008-01-30,2012-11-01,2023-05-30,,,,,,,,405,295,110,성북구
145.0,성북구,신길음,길음동524-87,동소문로41길 4 일대,민간,재촉,도시정비형 재개발,사업시행,414.0,2007-06-09,2022-01-13,2006-03-31,,2023-12-12,2012-11-19,2025-05-29,,,,,,878,670,208,성북구
146.0,성북구,장위14,장위동 233-552,장위로20길 29-9 일대,민간,재촉,주택정비형 재개발,건축심의,2777.0,2008-04-03,2024-07-25,2008-05-30,2010-05-26,2023-11-28,,,,,,,,2439,2000,439,성북구
147.0,성북구,장위15,장위동 233-42,장위로11길 11 일대,민간,재촉,주택정비형 재개발,조합설립,2832.0,2008-04-03,2024-09-19,2010-07-09,2022-03-28,,,,,,,,,3317,2560,757,성북구
148.0,성북구,장위10,장위동 68-37,장위로38길 19-23 일대,민간,재촉,주택정비형 재개발,관리처분,1349.0,2008-04-03,2024-02-29,2008-04-23,2009-07-27,2024-07-02,2013-07-01,2025-06-26,2017-07-27,2023-07-06,2018-05-24,2021-12-01,,1931,1590,341,성북구
149.0,성북구,장위3,장위동 305,한천로101가길 5 일대,민간,재촉,주택정비형 재개발,추진위,931.0,2008-04-03,2008-04-03,2004-09-10,,,,,,,,,,1078,894,184,성북구
150.0,성북구,장위6,장위동 25-55,한천로86가길34 일대,민간,재촉,주택정비형 재개발,착공,1556.0,2008-04-03,2023-03-02,2006-08-08,2010-06-24,2014-03-11,2015-05-01,2023-08-11,2020-07-08,2024-05-03,,,2024-03-20,1637,1352,285,성북구
151.0,성북구,보문5,보문동1가 196-11,고려대로6길 16-5 일대,민간,일반,주택정비형 재개발,착공,223.0,2010-06-10,2018-05-17,2005-10-21,2010-08-24,2017-11-07,2018-07-12,2023-09-04,2020-02-06,2023-05-18,,,2023-06-08,199,199,0,성북구
152.0,성북구,정릉골,정릉동 757,솔샘로15가길 50-4 일대,민간,일반,주택정비형 재개발,관리처분,1237.0,2012-08-02,2012-08-02,2014-06-24,2017-06-02,2020-03-24,2021-12-29,2021-12-29,2024-01-25,,2024-08-13,이주 중,,1411,1411,0,성북구
153.0,성북구,삼선5,삼선동2가 296,삼선교로14길 90-1 일대,민간,일반,주택정비형 재개발,착공,1350.0,2009-06-04,2021-10-14,2005-06-04,2010-07-19,2013-07-23,2016-07-14,2024-08-30,2018-08-30,2021-05-14,,,2023-08-01,1223,1015,208,성북구
154.0,성북구,동소문2,동소문동2가 33,동소문로6길 4-21 일대,민간,일반,주택정비형 재개발,조합설립,386.0,2002-04-23,2011-11-10,2006-03-22,2008-03-17,,,,,,,,,615,453,162,성북구
155.0,성북구,동선2,동선동4가 304-2,동소문로29길 11 일대,민간,일반,주택정비형 재개발,관리처분,235.0,2011-03-03,2021-03-18,2006-01-13,2012-05-16,2013-06-12,2014-02-28,2021-04-01,2019-06-17,2025-04-30,2022-08-18,2023-06-28,,334,277,57,성북구
156.0,성북구,돈암6,돈암동 48-29,동소문로35가길 43 일대,민간,일반,주택정비형 재개발,건축심의,785.0,2011-11-24,2022-10-06,2014-02-26,2019-09-27,2021-05-11,,,,,,,,900,735,165,성북구
157.0,성북구,성북2,성북동 226-103,성북로23길 132-3 일대,민간,재촉,주택정비형 재개발,사업시행,509.0,2011-08-18,2023-10-26,2004-09-13,2014-05-09,2022-09-28,2024-09-05,,,,,,,191,191,0,성북구
158.0,성북구,석관4,"석관동 62-1
",한천로69길 27,민간,일반,주택정비형 재개발,구역지정,1298.0,2025-04-10,,,,,,,,,,,,1530,1277,253,성북구
159.0,성북구,성북1,"성북동 179-68
","성북로8길 26-9
",공공,일반,주택정비형 재개발,조합설립,1397.0,2024-10-04,,2004-07-31,2024-10-31,,,,,,,,,2086,1668,418,성북구
160.0,성북구,안암1,"안암동3가 136-1
",안암로9나길 14 일대,민간,일반,단독주택 재건축,조합설립,434.0,2024-03-28,2024-03-28,,1998-06-15,,,,,,,,,427,427,0,성북구
161.0,성북구,장위8,"장위동 85
",장위로49길18,공공,재촉,주택정비형 재개발,조합설립,1198.0,2023-12-28,2023-12-28,,2024-01-10,,,,,,,,,2846,2062,784,성북구
162.0,성북구,장위9,"장위동 238-83
",장위로33길24-4,공공,재촉,주택정비형 재개발,조합설립,1063.0,2023-12-28,2023-12-28,,2024-01-10,,,,,,,,,2230,1467,763,성북구
163.0,성북구,종암8,종암동 3-10번지 일대,월곡로6길 5-10,민간,일반,주택정비형 재개발,추진위,397.0,2025-05-29,,2025-12-10,,,,,,,,,,694,592,102,성북구
164.0,성북구,종암9,종암동 125-35번지 일대,종암로19라길 14,민간,일반,주택정비형 재개발,추진위,684.0,2025-08-21,,2025-11-28,,,,,,,,,,854,721,133,성북구
165.0,성북구,하월곡1,하월곡동 70-1,오패산로17길 21-19,민간,일반,주택정비형 재개발,추진위,467.0,2025-05-01,,2025-11-17,,,,,,,,,,1990,1587,403,성북구
166.0,강북구,미아2,미아동 403,솔샘로60길 15,민간,재촉,주택정비형 재개발,조합설립,3563.0,2010-03-18,2020-08-27,2004-09-06,2016-05-31,,,,,,,,,4003,3293,710,강북구
167.0,강북구,미아3(재촉),미아동 439,숭인로7나길 33-14,민간,재촉,주택정비형 재개발,관리처분,971.0,2010-03-18,2023-01-05,2010-05-19,2015-01-13,2019-06-11,2021-07-23,2023-01-26,2024-06-03,,2024-11-19,일부 주민 이주중(이주율98%),,1051,893,158,강북구
168.0,강북구,미아4,미아동 1261,삼양로20길 40-15,민간,재촉,단독주택 재건축,관리처분,528.0,2010-03-18,2025-02-20,2006-04-27,2016-02-12,2019-09-10,2021-03-12,2025-09-29,2023-11-30,,2024-05-27,일부 주민 이주중(98%이주완료),,493,483,10,강북구
169.0,강북구,강북5,미아동 61-79,도봉로13가길 9-13 일대,공공,재촉,도시정비형 재개발,조합설립,120.0,2014-03-06,2015-06-11,,2021-11-19,,,,,,,,,688,390,298,강북구
170.0,강북구,강북3,"미아동 45-32번지 일대
",도봉로4길 32,민간,재촉,도시정비형 재개발,사업시행,325.0,2023-04-27,2023-04-27,,2023-06-16,2024-03-04,2024-10-25,,,,,,,920,681,239,강북구
171.0,강북구,미아11,미아동 791-108,삼양로74나길 5,민간,일반,주택정비형 재개발,건축심의,510.0,2010-12-30,2025-09-05,2006-07-12,2022-05-16,2023-06-30,,,,,,,,653,544,109,강북구
172.0,강북구,미아4-1,미아동 8-373,"월계로21길 49
",민간,일반,단독주택 재건축,조합설립,576.0,2009-08-06,2024-12-05,2006-04-27,2020-04-20,,,,,,,,,1015,937,78,강북구
173.0,강북구,미아9-2,미아동 137-72,도봉로22길 9,민간,일반,단독주택 재건축,사업시행,1793.0,2009-07-30,2023-06-02,2006-04-27,2020-04-06,2021-09-14,2023-08-30,,,,,,,1758,1758,0,강북구
174.0,강북구,번동441-3번지일대,"번동 441-3
","
도봉로78길 75",민간,일반,주택정비형 재개발,구역지정,547.0,2025-08-28,,,,,,,,,,,,903,728,175,강북구
175.0,도봉구,도봉2,도봉동 95,마들로 710 일대,민간,일반,주택정비형 재개발,착공,207.0,2007-02-08,2018-11-26,2004-12-09,2007-04-02,2007-04-12,2007-08-30,2019-10-10,2021-03-10,2021-11-16,,,2023-09-01,299,239,60,도봉구
176.0,도봉구,방학3구역,방학동 685 일대,방학로2가길25,민간,일반,주택정비형 재개발,구역지정,384.0,2025-05-22,,,,,,,,,,,,1650,1351,299,도봉구
177.0,도봉구,방학신동아1단지아파트,방학동 272,방학로 193,민간,일반,공동주택 재건축,구역지정,3169.0,2025-10-02,,,,,,,,,,,,4099,3819,280,도봉구
178.0,도봉구,삼환도봉아파트,도봉동 87,도봉로180길 6-119,민간,일반,공동주택 재건축,구역지정,680.0,2025-08-14,,,,,,,,,,,,993,838,155,도봉구
179.0,도봉구,쌍문3,쌍문동 724,노해로38길 15,민간,일반,주택정비형 재개발,조합설립,194.0,2024-02-22,,,2025-09-26,,,,,,,,,320,253,67,도봉구
180.0,도봉구,쌍문한양1차아파트,쌍문동 388-33,우이천로 304,민간,일반,공동주택 재건축,조합설립,863.0,2025-04-17,,2025-06-25,2025-12-30,,,,,,,,,1158,1084,74,도봉구
181.0,도봉구,창동상아1차아파트,창동 299,해등로 118,민간,일반,공동주택 재건축,조합설립,720.0,2025-04-17,,,2025-10-30,,,,,,,,,962,832,130,도봉구
182.0,노원구,상계1,상계동 5-16,덕릉로131길60,민간,재촉,주택정비형 재개발,관리처분,1082.0,2008-09-11,2019-06-27,2008-12-29,2013-08-23,2020-01-06,2020-10-19,2021-03-09,2025-12-23,,,,,1388,1098,290,노원구
183.0,노원구,상계2,상계동 111-206,"상계로35가길27
",민간,재촉,주택정비형 재개발,사업시행,1854.0,2008-09-11,2018-10-26,2009-08-24,2010-05-07,2020-04-14,2021-09-01,2023-07-17,,,,,,2200,1685,515,노원구
184.0,노원구,상계5,상계동 109-43,덕릉로115나길 25,민간,재촉,주택정비형 재개발,건축심의,1174.0,2008-09-11,2023-07-13,2008-11-18,2009-06-23,2025-12-18,,,,,,,,2042,1693,349,노원구
185.0,노원구,월계동(재해관리구역),월계동 487-17,"석계로9길 21, 2층",민간,일반,단독주택 재건축,착공,361.0,2006-03-16,2022-02-10,2006-04-04,2006-06-12,2019-12-03,2006-09-11,2023-05-11,2007-08-08,2021-07-08,,,2025-12-23,355,355,0,노원구
186.0,노원구,월계동신아파트,월계동 436,"석계로5길11, 5층",민간,일반,공동주택 재건축,관리처분,864.0,2009-09-24,2020-09-03,2006-12-04,2017-08-10,2020-02-11,2021-06-14,2021-06-14,2023-09-06,2023-09-06,,,,1060,1060,0,노원구
187.0,노원구,상계주공5단지,상계동 721,동일로 216길 47,민간,일반,공동주택 재건축,사업시행,840.0,2021-03-25,2024-08-29,,2021-05-13,2023-08-29,2024-08-29,2025-12-01,,,,,,996,941,55,노원구
188.0,노원구,상계3,상계동 71-183,덕릉로126라길 8,공공,재촉,주택정비형 재개발,조합설립,2192.0,2024-10-24,2024-10-24,,2025-10-30,,,,,,,,,2550,2001,549,노원구
189.0,노원구,상계5동일대,상계동154-3,,민간,일반,주택정비형 재개발,구역지정,4110.0,2025-04-17,2025-04-17,,,,,,,,,,,4591,3727,864,노원구
190.0,노원구,중계본동(백사마을),중계본동 30-3,중계로2길 2,민간,일반,주택정비형 재개발,관리처분,1154.0,2009-05-28,2019-10-10,,2017-07-06,2020-04-14,2021-03-04,,2024-03-18,,2024-04-11,2025-12-01,,3178,2613,565,노원구
191.0,은평구,불광1,불광동 19-3,불광로 146,민간,일반,단독주택 재건축,사업시행,302.0,2012-09-27,2024-05-23,2006-09-04,2020-08-27,2023-12-21,2024-12-26,,,,,,,499,499,0,은평구
192.0,은평구,불광5,불광동 238,불광로9길,민간,일반,주택정비형 재개발,관리처분,1861.0,2008-12-18,2020-03-26,2005-02-05,2010-11-19,2019-12-24,2021-09-23,2021-09-23,2024-11-28,,2025-09-05,2026-03-04,,2387,2013,374,은평구
193.0,은평구,갈현1,갈현동 300,갈현로41가길 36(갈현동),민간,일반,주택정비형 재개발,착공,3328.0,2011-09-29,2019-11-14,2005-02-04,2015-10-30,2017-09-19,2019-01-31,2020-09-10,2022-05-06,,,,2025-11-28,4116,3496,620,은평구
194.0,은평구,대조1,"대조동 88,89",역말로10길 1-17,민간,일반,주택정비형 재개발,착공,1342.0,2009-05-07,2024-11-07,2005-04-27,2011-12-01,2019-06-19,2017-01-26,2020-10-21,2019-05-23,2023-05-11,,,2022-09-21,2451,2083,368,은평구
195.0,은평구,수색8,수색동 16-2,-,민간,재촉,주택정비형 재개발,관리처분,387.0,2008-05-22,2017-01-26,2008-08-29,2009-05-27,2018-04-01,2018-07-20,2021-07-29,2023-01-26,2022-05-23,2023-10-20,2024-09-28,,578,479,99,은평구
196.0,은평구,증산5,증산동 195,-,민간,재촉,주택정비형 재개발,관리처분,1559.0,2010-12-09,2024-04-04,2011-10-07,2012-03-20,2013-02-01,2013-06-13,2023-01-12,2023-09-11,,2024-06-01,2025-12-31,,1694,1402,292,은평구
197.0,은평구,독바위역세권,불광동 227-7,불광로13가길 12,민간,일반,도시정비형 재개발,건축심의,723.0,2019-07-25,2023-09-14,,,2024-12-23,,,,,,,,1457,1055,402,은평구
198.0,은평구,불광8,불광동 600,불광로2길 6-2,민간,일반,주택정비형 재개발,구역지정,216.0,2024-10-17,2024-10-17,,,,,,,,,,,321,260,61,은평구
199.0,은평구,수색1,"수색동 366-11
",,민간,재촉,도시정비형 재개발,조합설립,51.0,2008-05-22,2008-05-22,2008-09-04,2010-07-01,,,,,,,,,0,0,0,은평구
200.0,은평구,수색12,수색동 369-3,,민간,재촉,도시정비형 재개발,구역지정,31.0,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0,은평구
201.0,은평구,수색3,수색동 106-1,,민간,재촉,도시정비형 재개발,구역지정,5.0,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0,은평구
202.0,은평구,수색5,수색동 102-20,,민간,재촉,도시정비형 재개발,구역지정,2.0,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0,은평구
203.0,은평구,신사동200번지일대,신사동 200번지 일대,,민간,일반,주택정비형 재개발,구역지정,1148.0,2025-10-23,,,,,,,,,,,,1536,1327,209,은평구
204.0,은평구,신사동237번지일대,신사동 237번지 일대,,민간,일반,주택정비형 재개발,조합설립,1191.0,2025-10-23,,,2025-12-18,,,,,,,,,1360,1167,193,은평구
205.0,은평구,역촌역세권(대조동),대조동 59-1,진흥로11길 8-23,민간,일반,도시정비형 재개발,조합설립,585.0,2024-07-25,2024-07-25,2025-03-24,2025-11-17,,,,,,,,,1302,725,577,은평구
206.0,은평구,연신내,"불광동 305-3일대
",통일로 834,민간,일반,도시정비형 재개발,착공,25.0,2011-04-29,2021-04-08,,,2021-07-27,2022-04-07,2023-01-19,2023-04-17,,,,2023-05-04,77,0,77,은평구
207.0,은평구,응암동700번지일대,응암동 700번지 일대,,민간,일반,주택정비형 재개발,추진위,885.0,2025-08-14,,2025-12-24,,,,,,,,,,0,0,0,은평구
208.0,은평구,응암동755번지,응암동 755번지 일대,,민간,일반,주택정비형 재개발,구역지정,996.0,2025-08-14,,,,,,,,,,,,0,0,0,은평구
209.0,서대문구,마포로4-1,북아현동 876,신촌로 37길 56,민간,일반,도시정비형 재개발,구역지정,22.0,1979-09-21,2025-08-07,,,,,,,,,,,105,89,16,서대문구
210.0,서대문구,신촌서대문2-2,창천동 18-42,신촌로 105-5,민간,일반,도시정비형 재개발,착공,0.0,2014-08-21,2014-08-21,,,2021-08-21,2022-08-18,2025-09-10,2025-10-01,,,,2025-11-04,0,0,0,서대문구
211.0,서대문구,마포로5-2,충정로3가 250-70,충정로 30,민간,일반,도시정비형 재개발,조합설립,78.0,1979-09-21,2023-11-02,2008-04-30,2024-07-31,,,,,,,,,192,192,0,서대문구
212.0,서대문구,가재울7,북가좌동 80,"거북골로14길 91
",민간,재촉,주택정비형 재개발,조합설립,1352.0,2012-06-07,2004-12-27,2007-05-02,2022-08-09,,,,,,,,,1435,1236,199,서대문구
213.0,서대문구,가재울9,남가좌동 295-5,수색로 42 일대,민간,재촉,도시정비형 재개발,조합설립,118.0,2021-05-06,2021-05-06,,2021-05-12,,,,,,,,,239,166,73,서대문구
214.0,서대문구,북아현2,북아현동 520,북아현 520번지 일대,민간,재촉,주택정비형 재개발,사업시행,3735.0,2008-02-05,2008-02-05,2008-02-29,2009-03-27,2020-11-10,2009-12-08,2022-03-17,,,,,,2320,1919,401,서대문구
215.0,서대문구,북아현3,북아현동 3-66,북아현동 3-66 일대,민간,재촉,주택정비형 재개발,사업시행,3530.0,2008-02-05,2008-02-05,2008-03-17,2008-09-26,2023-07-11,2011-09-01,,,,,,,4739,3927,812,서대문구
216.0,서대문구,홍제2,홍제동 326-5,통일로 479 일대,민간,재촉,도시정비형 재개발,조합설립,83.0,2005-12-30,2014-12-18,2006-12-01,2015-05-14,,,,,,,,,124,106,18,서대문구
217.0,서대문구,영천,영천동 69-20,영천시장길 14,민간,일반,주택정비형 재개발,착공,139.0,2006-02-23,2006-02-01,2006-09-01,2008-03-27,2021-11-01,2011-04-25,2025-01-20,2020-02-01,2025-04-18,,,2022-11-30,199,199,0,서대문구
218.0,서대문구,북가좌6,북가좌동 372-1,수색로8길 37,민간,일반,단독주택 재건축,건축심의,1611.0,2014-05-29,2024-06-20,2006-11-14,2020-02-13,2025-11-13,,,,,,,,1953,1710,243,서대문구
219.0,서대문구,연희1,연희동 533-5,-,민간,일반,주택정비형 재개발,착공,722.0,2007-06-21,2025-02-05,2004-09-06,2008-03-25,2024-10-31,2010-12-28,2025-04-09,2019-05-17,2024-04-03,,,2025-10-24,959,817,142,서대문구
220.0,서대문구,홍은5,홍은동 277-45,모래내로 347-10,민간,일반,단독주택 재건축,건축심의,377.0,2009-05-21,2025-06-25,2008-01-15,2010-06-04,2025-10-24,,,,,,,,602,578,24,서대문구
221.0,서대문구,홍제3,홍제동 104-41,통일로 32길 36,민간,일반,단독주택 재건축,관리처분,492.0,2010-10-14,2025-04-23,2007-07-12,2011-11-13,2022-10-22,2019-02-20,,2022-07-15,,2024-09-25,2025-12-28,,620,566,54,서대문구
222.0,서대문구,북아현4,북아현동 227-10,북아현동 227-10 일대,민간,재촉,도시정비형 재개발,구역지정,145.0,2025-07-31,,,,,,,,,,,,359,227,132,서대문구
223.0,서대문구,연희2,연희동 721-6,홍연8길 7,공공,일반,주택정비형 재개발,조합설립,789.0,2023-12-14,2023-12-14,,2024-03-13,,,,,,,,,1067,844,223,서대문구
224.0,서대문구,충정로1,충정로3가281-11,충정로4길 5-18,공공,일반,주택정비형 재개발,조합설립,80.0,2024-12-19,2024-12-19,,2025-03-26,,,,,,,,,297,196,101,서대문구
225.0,서대문구,충현2구역,냉천동 171-1,"통일로 139-1
",민간,일반,도시정비형 재개발,구역지정,11.0,2024-08-16,2024-08-16,,,,,,,,,,,0,0,0,서대문구
226.0,서대문구,홍은1(재촉),홍은동 48-163,세검정로1길 11,공공,재촉,도시정비형 재개발,조합설립,157.0,2023-12-07,2023-12-07,,2024-01-31,,,,,,,,,329,219,110,서대문구
227.0,서대문구,홍은15,홍은동 8-400,"포방터2가길 20-4
",민간,일반,주택정비형 재개발,구역지정,1360.0,2025-04-17,2025-04-17,,,,,,,,,,,1834,1533,301,서대문구
228.0,서대문구,홍제3(재촉),홍제동 306-2,통일로 445,민간,재촉,도시정비형 재개발,추진위,0.0,,,2006-09-22,,,,,,,,,,0,0,0,서대문구
229.0,서대문구,홍제동267-1,홍제동 267-1,세무서10길 27-1,민간,일반,주택정비형 재개발,추진위,127.0,2025-12-26,2025-12-26,2025-12-19,,,,,,,,,,877,692,185,서대문구
230.0,서대문구,홍제역역세권활성화사업,"홍제동 298-9
",인왕시장길 16,공공,일반,도시정비형 재개발,조합설립,375.0,2025-07-03,,,2025-09-03,,,,,,,,,1121,980,141,서대문구
231.0,마포구,신촌지역(마포)4-10,노고산동 109-62,백범로4길 14,민간,일반,도시정비형 재개발,관리처분,178.0,2014-08-28,2024-07-04,,,2024-03-04,2024-09-12,,2025-03-27,,,,,295,246,49,마포구
232.0,마포구,신촌지역(마포)4-12,노고산동 106-46,서강로20길 24,민간,일반,도시정비형 재개발,관리처분,7.0,2014-08-28,2023-10-19,,,2024-02-13,2025-02-13,,2025-09-25,,,,,218,161,57,마포구
233.0,마포구,신촌지역(마포)4-1,"노고산동 107-2
",서강로 144,민간,일반,도시정비형 재개발,관리처분,0.0,2014-08-28,2023-10-19,,,2023-12-12,2025-02-13,,2025-12-11,,,,,133,107,26,마포구
234.0,마포구,신촌지역(마포)3-3,노고산동 31-77,"백범로1길 8
",민간,일반,도시정비형 재개발,관리처분,29.0,2014-08-28,2020-12-17,,,2021-10-12,2022-02-17,,2022-09-01,,2019-07-17,2022-10-31,,288,237,51,마포구
235.0,마포구,신촌지역(마포)4-5,"노고산동 109-125
",,민간,일반,도시정비형 재개발,구역지정,0.0,2014-08-28,2014-08-28,,,,,,,,,,,40,22,18,마포구
236.0,마포구,신촌지역(마포)2-7,"노고산동 57-20
",신촌로18길 9,민간,일반,도시정비형 재개발,관리처분,1.0,2014-08-28,2022-09-08,,,2023-04-11,2023-11-23,2023-11-23,2024-09-05,2024-09-05,,,,189,140,49,마포구
237.0,마포구,신촌지역(마포)4-9,노고산동 106-9,백범로2길 15,민간,일반,도시정비형 재개발,관리처분,13.0,2014-08-28,2022-10-20,,,2023-04-25,2024-01-25,2025-05-15,2025-11-13,2025-11-13,,,,286,210,76,마포구
238.0,마포구,공덕1,공덕동 105-84,마포대로16길 20,민간,일반,단독주택 재건축,착공,701.0,2011-06-30,2020-10-22,2006-08-07,2014-03-28,2015-11-10,2017-07-23,2025-03-11,2018-04-19,2023-07-31,,,2023-10-23,1101,1036,65,마포구
239.0,마포구,성산시영아파트,성산동 446,월드컵북로 235,민간,일반,공동주택 재건축,조합설립,3710.0,2023-12-28,2023-12-28,2025-03-14,2025-12-22,,,,,,,,,4823,4307,516,마포구
240.0,마포구,마포로1-10,도화동 536,토정로37길 46,민간,일반,도시정비형 재개발,사업시행,90.0,1979-09-21,2022-03-03,2019-10-22,2020-06-04,2023-01-16,2025-04-05,,,,,,,231,185,46,마포구
241.0,마포구,마포로3-1,"아현동 617-1
",마포대로 193,민간,일반,도시정비형 재개발,착공,4.0,1979-09-21,2024-04-18,,,2021-08-24,2021-12-23,2024-05-20,2023-01-19,,,,2024-09-06,198,163,35,마포구
242.0,마포구,마포로1-34,도화동 169-1,마포대로 58,민간,일반,도시정비형 재개발,건축심의,0.0,1979-09-21,2022-06-16,,,2023-01-16,,,,,,,,44,0,44,마포구
243.0,마포구,마포로3-3,아현동 613-10,마포대로19길 8,민간,일반,도시정비형 재개발,착공,117.0,1979-09-21,2024-07-04,,,2008-09-18,2009-03-12,2020-06-25,2020-08-27,,,,2023-11-21,239,239,0,마포구
244.0,마포구,마포로1-58-2,도화동 16-1,독막로 319,민간,일반,도시정비형 재개발,관리처분,0.0,2004-05-15,2024-12-05,,,2021-12-09,2022-06-09,2025-08-28,2022-11-10,,,,,178,178,0,마포구
245.0,마포구,공덕6,공덕동 119,마포대로14길 일대,민간,일반,주택정비형 재개발,사업시행,85.0,2010-03-04,2019-01-03,2004-07-20,2021-03-16,2022-07-22,2024-06-20,,,,,,,166,155,11,마포구
246.0,마포구,공덕7,공덕동 115-97,만리재옛6길 11-1 일대,민간,일반,주택정비형 재개발,구역지정,453.0,2024-05-30,2024-05-30,,,,,,,,,,,703,597,106,마포구
247.0,마포구,공덕8,공덕동 11-24,만리재로12나길 20,민간,일반,주택정비형 재개발,구역지정,973.0,2024-12-05,2024-12-05,,,,,,,,,,,1564,1258,306,마포구
248.0,마포구,염리4,염리동 488-14,숭문16나길 11 일대,민간,일반,주택정비형 재개발,구역지정,766.0,2025-12-18,,,,,,,,,,,,1120,862,258,마포구
249.0,마포구,합정7,합정동 381-49 일대,양화로 28-10,민간,재촉,도시정비형 재개발,착공,63.0,2022-11-17,2022-11-17,,,2023-02-28,2023-08-10,2024-07-11,2023-12-07,,,,2024-12-30,198,165,33,마포구
