opratDate,destination_station,stgSdCd,stgSdNm,stgSggCd,stgSggNm,stgEmdCd,stgEmdNm,arrSdCd,arrSdNm,arrSggCd,arrSggNm,arrEmdCd,arrEmdNm,tzon,quater,useStf,useTm
20260112,광화문역,11,서울특별시,11110,종로구,1111018700,무악동,11,서울특별시,11110,종로구,1111017300,명륜3가,10,15,1,895.0
20260112,광화문역,11,서울특별시,11110,종로구,1111018700,무악동,11,서울특별시,11110,종로구,1111017300,명륜3가,12,15,1,1893.0
20260112,광화문역,11,서울특별시,11140,중구,1114010600,남대문로1가,11,서울특별시,11110,종로구,1111017300,명륜3가,07,15,1,1231.0
20260112,광화문역,11,서울특별시,11140,중구,1114010600,남대문로1가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,00,1,1396.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,08,00,1,1433.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,08,45,1,1393.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,09,00,3,1555.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,09,45,2,1485.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,11,00,1,1813.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,11,15,1,2142.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,11,45,1,1592.0
20260112,광화문역,11,서울특별시,11140,중구,1114012000,봉래동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,15,1,1533.0
20260112,광화문역,11,서울특별시,11140,중구,1114013100,저동1가,11,서울특별시,11110,종로구,1111017300,명륜3가,11,30,1,1398.0
20260112,광화문역,11,서울특별시,11140,중구,1114013800,필동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,07,15,1,851.0
20260112,광화문역,11,서울특별시,11140,중구,1114013800,필동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,00,1,1009.0
20260112,광화문역,11,서울특별시,11140,중구,1114013800,필동2가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,30,1,849.0
20260112,광화문역,11,서울특별시,11140,중구,1114014300,장충동1가,11,서울특별시,11110,종로구,1111017300,명륜3가,06,45,1,987.0
20260112,광화문역,11,서울특별시,11140,중구,1114014500,광희동1가,11,서울특별시,11110,종로구,1111017300,명륜3가,08,15,1,1284.0
20260112,광화문역,11,서울특별시,11140,중구,1114014700,쌍림동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,15,1,1319.0
20260112,광화문역,11,서울특별시,11140,중구,1114014800,을지로6가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,30,1,986.0
20260112,광화문역,11,서울특별시,11140,중구,1114014900,을지로7가,11,서울특별시,11110,종로구,1111017300,명륜3가,08,00,1,928.0
20260112,광화문역,11,서울특별시,11140,중구,1114014900,을지로7가,11,서울특별시,11110,종로구,1111017300,명륜3가,10,30,1,1194.0
20260112,광화문역,11,서울특별시,11140,중구,1114014900,을지로7가,11,서울특별시,11110,종로구,1111017300,명륜3가,11,00,1,1113.0
20260112,광화문역,11,서울특별시,11140,중구,1114014900,을지로7가,11,서울특별시,11110,종로구,1111017300,명륜3가,12,15,1,1231.0
