C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
소득구간별,외벌이,19.3,702,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Single-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,외벌이,18.6,702,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Single-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,기타,24.3,709,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,기타,25,709,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,기타,24.8,709,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,11.8,780,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,10.3,780,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,9.4,780,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,15.1,790,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,14.2,790,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,13.9,790,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,15.2,810,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,13.9,810,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,13.3,810,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,11.7,820,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,10.6,820,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,10.1,820,2,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,10 million ~ 30 million won,1000~3000만원 미만,% 만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,전국,20.1,000,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,전국,17.9,000,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,전국,16.5,000,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,19.5,101,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,17.1,101,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,15.5,101,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,20.1,102,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,18.6,102,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,17.1,102,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,20.5,103,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,18.4,103,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,17.8,103,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,20.6,104,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,17.9,104,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,16.5,104,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,19.6,105,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,17.5,105,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,15.8,105,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,15.8,211,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,14.2,211,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,12.8,211,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,22,221,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,18.7,221,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,18.2,221,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,23.1,222,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,19.4,222,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,19.7,222,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,23.3,223,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,20.6,223,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,18.6,223,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,22.6,224,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,21.2,224,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,20.1,224,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,20.5,225,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,18.9,225,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,18.1,225,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,18.6,226,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,16.4,226,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,14.6,226,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,18.1,229,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,15,229,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,12.9,229,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,20.3,231,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,17.7,231,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,15.7,231,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,22.3,232,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,20.3,232,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,20.1,232,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,20.1,233,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,18.1,233,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,17.3,233,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,18.9,234,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,16.9,234,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,16.7,234,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,21.8,235,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,19.9,235,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,17.6,235,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,19.2,236,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,18.1,236,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,17,236,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,18.9,237,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,19.3,237,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,18.7,237,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,23.5,238,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,20.8,238,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,18.8,238,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,23,239,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,22.2,239,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,19.9,239,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,15.3,701,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,13,701,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,11.7,701,3,A,Percent Ten Thousands Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,30 million ~ 50 million won,3000~5000만원 미만,% 만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
